"Game Reference,Date,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS"
"202104300PHO,4/30/2021,Deandre Ayton,aytonde01,23.37,8,0.625,0,0,,1,1,1,3,6,9,2,1,0,1,0,11,17"
"202105030WAS,5/3/2021,Alex Len,lenal01,17.03,4,1,0,0,,4,5,0.8,0,2,2,0,1,0,0,3,12,13"
"202105030CHI,5/3/2021,Tobias Harris,harrito02,34.37,13,0.769,0,0,,1,1,1,3,6,9,3,2,0,3,1,21,27"
"202105160ATL,5/16/2021,Onyeka Okongwu,okongon01,32.54,13,0.769,0,0,,1,3,0.333,6,9,15,3,2,2,1,2,21,29"
"202106020PHI,6/2/2021,Ben Simmons,simmobe01,39,11,0.636,0,0,,5,8,0.625,2,8,10,11,1,2,4,4,19,30"
"202210190IND,10/19/2022,Monte Morris,morrimo01,21.22,6,0.333,1,1,1,2,2,1,2,4,6,6,2,0,1,1,7,15"
"202210230GSW,10/23/2022,Draymond Green,greendr01,28.21,4,0.75,0,0,,1,2,0.5,1,3,4,4,0,0,2,2,7,10"
"202210310BRK,10/31/2022,Nic Claxton,claxtni01,31.02,11,0.818,0,0,,1,2,0.5,3,6,9,4,1,4,4,4,19,24"
"202211090BOS,11/9/2022,Al Horford,horfoal01,26.23,6,1,1,1,1,0,1,0,1,5,6,2,1,0,0,3,13,14"
"202211140GSW,11/14/2022,Kevon Looney,looneke01,17.33,3,0.333,0,0,,0,0,,1,3,4,4,1,0,0,0,2,6"
"202211150POR,11/15/2022,Josh Hart,hartjo01,34.15,4,0.75,0,0,,0,0,,1,6,7,5,3,0,2,2,6,8"
"202212070NYK,12/7/2022,Mitchell Robinson,robinmi01,25.53,4,1,0,0,,0,0,,9,1,10,2,0,0,0,0,8,8"
"202212090MEM,12/9/2022,Steven Adams,adamsst01,23,8,0.625,0,0,,0,2,0,3,5,8,4,1,1,2,1,10,18"
"202212150UTA,12/15/2022,Herbert Jones,joneshe01,21.12,6,0.5,1,1,1,5,6,0.833,3,1,4,4,1,0,0,6,12,19"
"202212270MEM,12/27/2022,Deandre Ayton,aytonde01,27.21,12,0.5,0,0,,3,3,1,1,9,10,0,0,1,1,3,15,27"
"202212290TOR,12/29/2022,Steven Adams,adamsst01,32.16,11,0.636,0,0,,0,2,0,8,9,17,3,1,0,2,1,14,24"
"202301060PHO,1/6/2023,Bam Adebayo,adebaba01,38.15,15,0.667,0,0,,1,4,0.25,1,10,11,2,2,1,1,1,21,34"
"202301110DEN,1/11/2023,Nikola JokiÄ‡,jokicni01,28.18,15,0.667,0,0,,1,3,0.333,4,14,18,9,1,0,3,3,21,33"
"202301160WAS,1/16/2023,Daniel Gafford,gaffoda01,22.01,8,0.75,0,0,,2,2,1,1,4,5,0,0,0,1,3,14,18"
"202301160MEM,1/16/2023,Steven Adams,adamsst01,24.07,5,0.8,0,0,,0,0,,5,4,9,2,0,0,1,3,8,10"
"202301250HOU,1/25/2023,Daniel Gafford,gaffoda01,32.5,6,0.5,0,0,,3,5,0.6,3,5,8,2,0,4,1,2,9,17"
"202302010PHO,2/1/2023,Clint Capela,capelca01,22.22,9,0.444,0,0,,1,1,1,3,7,10,1,1,0,0,1,9,19"
"202302130DAL,2/13/2023,Rudy Gobert,goberru01,29.43,9,1,0,0,,3,5,0.6,3,11,14,1,0,0,3,3,21,23"
"202303110CHO,3/11/2023,Walker Kessler,kesslwa01,31.47,10,0.8,0,0,,1,2,0.5,8,8,16,1,0,3,1,2,17,22"
"202303150MIA,3/15/2023,Jimmy Butler,butleji01,27.53,11,0.545,0,0,,11,12,0.917,3,5,8,6,2,1,1,0,23,34"
"202303280GSW,3/28/2023,Jonathan Kuminga,kuminjo01,31.13,5,1,1,1,1,2,3,0.667,0,4,4,1,0,1,0,3,13,14"
"202304070SAC,4/7/2023,Kevon Looney,looneke01,29.24,4,0.75,0,0,,0,0,,5,11,16,7,2,0,1,3,6,8"
"202304220LAC,4/22/2023,Deandre Ayton,aytonde01,35.55,13,0.538,0,0,,1,4,0.25,4,9,13,1,2,2,5,2,15,30"
"202306040DEN,6/1/2023,Bam Adebayo,adebaba01,40,14,0.571,0,0,,5,5,1,0,9,9,4,0,2,3,4,21,33"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202403100LAC,3/10/2024,Ivica Zubac,zubaciv01,26.11,9,11,0.818,0,0,,0,0,,3,3,6,1,1,1,1,5,18"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202311120NOP,11/12/2023,Zion Williamson,willizi01,26.44,7,11,0.636,0,0,,4,8,0.5,1,1,2,4,1,0,6,3,18"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202012270NOP,12/27/2020,Steven Adams,adamsst01,30.51,7,0.571,0,0,,0,2,0,3,6,9,3,0,1,0,1,8,16"
"202101030SAS,1/3/2021,Rudy Gobert,goberru01,27.27,7,0.286,0,0,,3,6,0.5,2,14,16,1,0,6,4,1,7,20"
"202101040HOU,1/4/2021,Willie Cauley-Stein,caulewi01,24.08,7,0.714,0,0,,5,6,0.833,2,5,7,2,1,1,0,4,15,20"
"202101040NOP,1/4/2021,Zion Williamson,willizi01,35.08,19,0.474,0,0,,6,8,0.75,4,6,10,2,1,1,3,2,24,46"
"202101070POR,1/7/2021,Jusuf NurkiÄ‡,nurkiju01,23.02,10,0.8,0,0,,1,2,0.5,2,5,7,2,1,0,2,2,17,22"
"202101110CLE,1/11/2021,Tyus Jones,jonesty01,31.37,9,0.556,1,1,1,2,2,1,1,4,5,7,3,0,2,1,13,21"
"202101120BRK,1/12/2021,Jarrett Allen,allenja01,35.49,6,0.5,0,0,,0,1,0,0,5,5,3,1,2,2,1,6,13"
"202101230DAL,1/23/2021,Jae'Sean Tate,tateja01,19.41,3,1,0,0,,0,0,,1,3,4,0,0,0,2,1,6,6"
"202101250DET,1/25/2021,Mason Plumlee,plumlma01,27.38,6,0.833,0,0,,0,0,,5,5,10,1,0,0,3,1,10,12"
"202101290MIN,1/29/2021,Ben Simmons,simmobe01,25.49,10,0.4,0,0,,3,4,0.75,1,3,4,7,1,0,1,1,11,24"
"202102010SAS,2/1/2021,Xavier Tillman Sr.,tillmxa01,23.5,6,0.667,0,0,,2,3,0.667,1,8,9,1,2,2,1,2,10,15"
"202102020WAS,2/2/2021,Enes Freedom,kanteen01,35.34,10,0.6,0,0,,2,2,1,5,10,15,2,2,0,2,4,14,22"
"202102050IND,2/5/2021,Eric Bledsoe,bledser01,27.02,6,0.333,1,1,1,0,0,,0,4,4,3,0,0,3,3,5,13"
"202102180SAC,2/18/2021,Bam Adebayo,adebaba01,35.32,13,0.462,0,0,,4,4,1,3,9,12,10,0,0,4,2,16,30"
"202103020SAS,3/2/2021,Jakob Poeltl,poeltja01,29.49,5,0.6,0,0,,2,4,0.5,1,7,8,3,1,2,0,1,8,14"
"202103140PHI,3/14/2021,Tony Bradley,bradlto01,20.49,3,0.667,0,0,,0,0,,2,6,8,4,0,0,0,3,4,6"
"202103160LAL,3/16/2021,Dennis SchrÃ¶der,schrode01,32.01,11,0.455,1,1,1,5,6,0.833,0,1,1,7,1,0,5,2,16,29"
"202104100BRK,4/10/2021,Andre Drummond,drumman01,22.22,15,0.533,0,0,,4,6,0.667,4,7,11,0,1,1,3,3,20,36"
"202104170LAL,4/17/2021,Andre Drummond,drumman01,30.28,15,0.667,0,0,,7,8,0.875,2,6,8,3,2,1,2,4,27,38"
"202104170PHO,4/17/2021,Keldon Johnson,johnske04,29.12,11,0.636,1,1,1,2,3,0.667,0,1,1,1,1,0,2,0,17,26"
"202105010HOU,5/1/2021,Kevon Looney,looneke01,24.32,5,0.6,0,0,,0,3,0,1,4,5,4,0,0,1,4,6,13"
"202105050IND,5/5/2021,Richaun Holmes,holmeri01,31.17,11,0.545,0,0,,0,0,,1,2,3,2,2,2,2,5,12,22"
"202105140DET,5/13/2021,Nikola JokiÄ‡,jokicni01,26.28,11,0.636,0,0,,6,7,0.857,3,12,15,11,0,0,1,2,20,29"
"202105260PHI,5/26/2021,Ben Simmons,simmobe01,28.34,15,0.733,0,0,,0,0,,2,7,9,8,2,1,2,1,22,30"
"202106110DEN,6/10/2021,Deandre Ayton,aytonde01,36.58,8,0.5,0,0,,2,2,1,3,12,15,2,0,0,0,1,10,18"
"202106290ATL,6/29/2021,Clint Capela,capelca01,27.52,7,0.857,0,0,,3,4,0.75,2,5,7,1,1,0,1,2,15,18"
"202210220DEN,10/22/2022,Nikola JokiÄ‡,jokicni01,38.41,10,0.6,1,1,1,6,9,0.667,1,15,16,13,1,1,3,2,19,30"
"202210230GSW,10/23/2022,Kevon Looney,looneke01,24.46,4,0.75,0,0,,0,2,0,2,6,8,6,0,1,0,3,6,10"
"202211100NOP,11/10/2022,Drew Eubanks,eubandr01,27.16,4,0.75,0,0,,0,0,,1,7,8,3,0,0,0,3,6,8"
"202211120PHI,11/12/2022,P.J. Tucker,tuckepj01,31.07,1,1,0,0,,0,0,,1,5,6,2,2,0,1,3,2,2"
"202211150POR,11/15/2022,Jeremy Sochan,sochaje01,26.38,3,0.667,0,0,,2,2,1,0,4,4,4,0,2,1,5,6,8"
"202212190CLE,12/19/2022,Jarrett Allen,allenja01,30.05,11,0.636,0,0,,6,6,1,2,9,11,2,2,3,3,3,20,28"
"202301020BRK,1/2/2023,Nic Claxton,claxtni01,20.05,8,0.625,0,0,,0,0,,1,4,5,1,0,3,2,1,10,16"
"202301110DEN,1/11/2023,Aaron Gordon,gordoaa01,23.52,4,1,0,0,,4,6,0.667,0,0,0,2,1,1,0,2,12,14"
"202301140MIA,1/14/2023,Bam Adebayo,adebaba01,30.58,19,0.474,0,0,,2,4,0.5,3,10,13,2,0,2,1,3,20,42"
"202301140CHO,1/14/2023,Robert Williams,williro04,27.31,6,0.5,0,0,,0,1,0,6,6,12,3,2,1,0,1,6,13"
"202301180NYK,1/18/2023,Daniel Gafford,gaffoda01,17.24,4,0.75,0,0,,0,0,,1,1,2,0,1,1,2,2,6,8"
"202301210WAS,1/21/2023,Daniel Gafford,gaffoda01,24.13,8,0.75,0,0,,2,2,1,4,4,8,2,1,1,1,6,14,18"
"202302080CLE,2/8/2023,Jarrett Allen,allenja01,29.48,13,0.692,0,0,,2,5,0.4,9,7,16,1,0,1,2,1,20,31"
"202302100NOP,2/10/2023,Evan Mobley,mobleev01,36.32,18,0.722,0,0,,2,3,0.667,3,10,13,2,3,2,0,3,28,39"
"202302140TOR,2/14/2023,Jakob Poeltl,poeltja01,36.55,17,0.882,0,0,,0,0,,5,4,9,2,1,6,2,5,30,34"
"202303050HOU,3/5/2023,KJ Martin,martike04,26.58,7,0.714,1,1,1,2,2,1,0,3,3,3,1,0,0,2,13,17"
"202303200CHO,3/20/2023,Nick Richards,richani01,26.24,8,0.625,0,0,,4,4,1,6,11,17,1,0,2,0,3,14,20"
"202303220LAL,3/22/2023,Austin Reaves,reaveau01,38.48,10,0.6,1,1,1,12,13,0.923,0,4,4,11,1,0,2,2,25,34"
"202304040ORL,4/4/2023,Jarrett Allen,allenja01,33.38,10,0.6,0,0,,0,0,,3,4,7,2,0,2,1,4,12,20"
"202304040WAS,4/4/2023,Giannis Antetokounmpo,antetgi01,32.48,16,0.563,0,0,,10,17,0.588,0,11,11,10,2,1,8,3,28,49"
"202304090NYK,4/9/2023,Mitchell Robinson,robinmi01,27.11,10,0.4,0,0,,1,4,0.25,14,6,20,2,1,7,3,2,9,24"
"202305110PHI,5/11/2023,Robert Williams,williro04,27.48,7,0.571,0,0,,2,2,1,2,7,9,1,0,2,1,2,10,16"
"202305170BOS,5/16/2023,Bam Adebayo,adebaba01,36.57,13,0.692,0,0,,2,5,0.4,2,6,8,5,1,0,3,3,20,31"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202404070CHO,4/7/2024,Grant Williams,willigr01,38.2,7,10,0.7,2,2,1,3,4,0.75,1,2,3,5,2,1,2,3,19"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202403310DEN,3/31/2024,Jarrett Allen,allenja01,26.3,9,15,0.6,0,0,,1,2,0.5,0,4,4,1,0,1,2,2,19"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202101210UTA,1/21/2021,Rudy Gobert,goberru01,29.36,8,0.75,0,0,,0,0,,1,10,11,2,0,4,2,2,12,16"
"202101270ATL,1/27/2021,Clint Capela,capelca01,29.48,10,0.4,0,0,,1,2,0.5,6,5,11,0,0,2,0,2,9,22"
"202102040DAL,2/4/2021,Draymond Green,greendr01,28.45,5,0.6,0,0,,5,5,1,1,5,6,15,0,0,1,1,11,15"
"202102260DET,2/26/2021,Richaun Holmes,holmeri01,33.09,8,0.75,0,0,,7,7,1,6,11,17,1,0,2,1,5,19,23"
"202103120WAS,3/12/2021,Tobias Harris,harrito02,23.28,12,0.583,0,0,,0,0,,1,7,8,3,1,1,4,2,14,24"
"202103220CHI,3/22/2021,Rudy Gobert,goberru01,33.16,11,0.818,0,0,,3,3,1,3,7,10,2,0,9,0,4,21,25"
"202103260MIL,3/26/2021,Robert Williams,williro04,27,5,0.6,0,0,,1,1,1,3,6,9,6,2,5,0,2,7,11"
"202103300DEN,3/30/2021,Aaron Gordon,gordoaa01,24.33,4,0.75,0,0,,0,0,,0,4,4,1,1,0,3,2,6,8"
"202104100POR,4/10/2021,Enes Freedom,kanteen01,37.04,16,0.563,0,0,,6,8,0.75,12,18,30,2,1,2,4,2,24,40"
"202105010ATL,5/1/2021,Clint Capela,capelca01,29.47,9,0.889,0,0,,4,9,0.444,2,9,11,0,0,2,0,3,20,27"
"202105050ORL,5/5/2021,Robert Williams,williro04,21.13,5,0.8,0,0,,0,2,0,3,3,6,1,1,2,1,2,8,12"
"202105060CHO,5/6/2021,Patrick Williams,willipa01,26.05,5,0.8,0,0,,3,5,0.6,1,8,9,2,0,1,2,1,11,15"
"202105080PHI,5/8/2021,Joel Embiid,embiijo01,22.51,13,0.846,1,1,1,6,6,1,1,5,6,1,1,0,1,1,29,33"
"202105110SAC,5/11/2021,Richaun Holmes,holmeri01,26.29,6,0.667,0,0,,5,6,0.833,0,7,7,1,1,0,0,3,13,18"
"202105300ATL,5/30/2021,Clint Capela,capelca01,28.04,6,0.667,0,0,,2,4,0.5,3,12,15,2,0,0,2,1,10,16"
"202106020NYK,6/2/2021,De'Andre Hunter,huntede01,34.3,11,0.545,1,1,1,2,4,0.5,2,1,3,1,1,1,2,1,15,27"
"202106300LAC,6/29/2021,Deandre Ayton,aytonde01,40.19,10,0.8,0,0,,0,2,0,5,12,17,1,0,2,2,3,16,22"
"202210300LAC,10/30/2022,Zion Williamson,willizi01,30.32,17,0.529,0,0,,3,4,0.75,3,9,12,7,1,0,1,1,21,38"
"202211070GSW,11/7/2022,Draymond Green,greendr01,36.21,7,0.571,0,0,,3,5,0.6,0,8,8,6,0,0,5,1,11,19"
"202211090ATL,11/9/2022,John Collins,collijo01,28.16,8,0.75,1,1,1,2,2,1,1,3,4,3,0,0,0,2,15,19"
"202211120MIA,11/12/2022,Bam Adebayo,adebaba01,33.04,18,0.611,0,0,,2,3,0.667,1,14,15,4,1,1,5,4,24,39"
"202211200BRK,11/20/2022,Ben Simmons,simmobe01,34.42,13,0.846,0,0,,0,1,0,1,7,8,5,1,0,5,3,22,27"
"202211230IND,11/23/2022,Karl-Anthony Towns,townska01,36.49,11,0.727,1,1,1,6,7,0.857,3,8,11,8,2,2,5,3,23,30"
"202211230CLE,11/23/2022,Jarrett Allen,allenja01,36.04,12,0.833,0,0,,4,4,1,5,8,13,2,1,0,6,3,24,28"
"202211300NOP,11/30/2022,Zion Williamson,willizi01,37.26,15,0.8,0,0,,9,12,0.75,3,7,10,5,4,2,4,2,33,42"
"202212030GSW,12/3/2022,Kevon Looney,looneke01,27.13,4,0.75,0,0,,3,5,0.6,0,12,12,2,0,1,0,2,9,13"
"202212100GSW,12/10/2022,Kevon Looney,looneke01,26.3,4,0.75,0,0,,1,2,0.5,3,12,15,3,0,2,0,1,7,10"
"202212200NYK,12/20/2022,Mitchell Robinson,robinmi01,28.59,3,1,0,0,,3,4,0.75,5,6,11,1,3,0,1,1,9,10"
"202212210ATL,12/21/2022,Alex Caruso,carusal01,10.54,2,1,1,1,1,0,0,,0,2,2,0,2,1,0,1,5,5"
"202301130IND,1/13/2023,Onyeka Okongwu,okongon01,39.1,12,0.75,0,0,,0,1,0,7,13,20,4,2,4,1,5,18,25"
"202301260CHO,1/26/2023,Mason Plumlee,plumlma01,30.04,9,1,0,0,,3,4,0.75,1,11,12,4,0,0,2,1,21,22"
"202302230DAL,2/23/2023,Dwight Powell,poweldw01,26.53,7,0.714,0,0,,0,2,0,3,5,8,1,3,0,0,3,10,16"
"202302250NYK,2/25/2023,Mitchell Robinson,robinmi01,28.03,5,1,0,0,,1,2,0.5,3,10,13,0,0,1,2,4,11,12"
"202302280HOU,2/28/2023,Aaron Gordon,gordoaa01,21.04,7,0.714,0,0,,1,2,0.5,2,5,7,5,0,0,0,1,11,16"
"202303260CLE,3/26/2023,Jarrett Allen,allenja01,35.41,11,0.727,0,0,,8,8,1,6,8,14,2,1,3,0,1,24,30"
"202303310BRK,3/31/2023,Nic Claxton,claxtni01,27.29,7,0.857,0,0,,2,4,0.5,3,9,12,5,1,2,3,3,14,18"
"202304140MIN,4/14/2023,Rudy Gobert,goberru01,32.35,11,0.545,0,0,,9,14,0.643,4,6,10,2,0,0,2,1,21,36"
"202304210NYK,4/21/2023,Mitchell Robinson,robinmi01,30.25,5,0.6,0,0,,1,4,0.25,5,2,7,3,2,2,0,0,7,14"
"202305140BOS,5/14/2023,Robert Williams,williro04,30.1,6,0.5,0,0,,0,0,,2,3,5,1,1,0,1,1,6,12"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202404110DET,4/11/2024,Jalen Duren,durenja01,35.4,7,9,0.778,0,0,,6,7,0.857,2,9,11,3,0,0,4,3,20"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202311190MEM,11/19/2023,Jayson Tatum,tatumja01,36.01,7,13,0.538,1,1,1,5,6,0.833,2,7,9,5,1,1,8,4,20"
"202012280DEN,12/28/2020,Nikola JokiÄ‡,jokicni01,34.07,11,0.727,1,1,1,2,3,0.667,4,8,12,18,3,1,3,2,19,26"
"202101050BRK,1/5/2021,Jarrett Allen,allenja01,31.57,9,0.889,0,0,,3,7,0.429,5,13,18,1,3,2,0,1,19,25"
"202101080DET,1/8/2021,Mason Plumlee,plumlma01,32.57,4,0.5,0,0,,8,8,1,1,5,6,3,3,1,2,3,12,16"
"202101180NYK,1/18/2021,Elfrid Payton,paytoel01,33.11,11,0.545,0,0,,0,0,,2,0,2,4,2,0,1,1,12,22"
"202102080DAL,2/8/2021,Josh Okogie,okogijo01,26.06,3,1,1,1,1,4,4,1,0,2,2,1,0,1,0,4,11,11"
"202102150GSW,2/15/2021,Draymond Green,greendr01,29.47,6,0.5,0,0,,0,0,,1,7,8,16,2,2,1,3,6,12"
"202102190NOP,2/19/2021,Deandre Ayton,aytonde01,35.07,12,0.583,0,0,,2,3,0.667,4,12,16,2,0,1,2,3,16,27"
"202102210NYK,2/21/2021,RJ Barrett,barrerj01,34.11,20,0.5,1,1,1,0,1,0,1,3,4,1,1,1,2,2,21,42"
"202103110SAC,3/11/2021,Richaun Holmes,holmeri01,34.32,11,0.818,0,0,,2,2,1,2,9,11,2,0,1,0,1,20,24"
"202103180ATL,3/18/2021,Clint Capela,capelca01,25.36,7,0.286,0,0,,2,2,1,1,7,8,1,0,2,0,1,6,16"
"202103190MIA,3/19/2021,Domantas Sabonis,sabondo01,28.05,11,0.455,0,0,,3,6,0.5,5,10,15,4,1,0,4,2,13,28"
"202103230MIA,3/23/2021,Deandre Ayton,aytonde01,34.24,12,0.667,0,0,,1,1,1,4,12,16,3,0,3,2,3,17,25"
"202103270SAS,3/27/2021,DeMar DeRozan,derozde01,31.37,14,0.5,0,0,,3,4,0.75,0,4,4,7,4,0,2,0,17,32"
"202103270SAS,3/27/2021,Jakob Poeltl,poeltja01,31.1,9,0.889,0,0,,4,10,0.4,2,7,9,1,0,3,0,1,20,28"
"202103290SAS,3/29/2021,Richaun Holmes,holmeri01,33.26,11,0.727,0,0,,7,10,0.7,3,9,12,3,1,3,0,3,23,32"
"202104020NOP,4/2/2021,Clint Capela,capelca01,28.42,8,0.625,0,0,,4,6,0.667,2,8,10,0,2,6,2,2,14,22"
"202104060BOS,4/6/2021,Tobias Harris,harrito02,33.49,11,0.364,0,0,,2,3,0.667,2,6,8,4,2,1,2,2,10,25"
"202104170WAS,4/17/2021,Deni Avdija,avdijde01,23.34,1,1,1,1,1,0,0,,0,5,5,2,2,1,1,1,3,3"
"202104190DET,4/19/2021,Isaiah Stewart,stewais01,31.3,12,0.667,0,0,,2,2,1,6,10,16,0,3,3,2,4,18,26"
"202104220ORL,4/22/2021,Zion Williamson,willizi01,22.42,12,0.75,0,0,,5,5,1,3,4,7,2,0,0,1,1,23,29"
"202104240DAL,4/24/2021,Dwight Powell,poweldw01,28.28,12,0.917,0,0,,3,3,1,1,8,9,1,0,0,1,4,25,27"
